equity
100000.0
99000.0
99990.0
98990.1
99980.001
100979.80101000001
101989.59902010001
103009.495010301
101979.400060198
102999.19406079997
104029.18600140797
105069.47786142206
104018.78308280783
105058.9709136359
104008.38120449954
105048.46501654453
106098.94966670997
105037.96017004288
106088.33977174331
107149.22316946075
108220.71540115535
109302.92255516691
108209.89332961524
109291.9922629114
108199.07234028229
109281.06306368511
110373.87369432197
109270.13495737874
108177.43360780495
109259.207943883
110351.80002332183
109248.28202308861
108155.79920285773
109237.35719488631
110329.73076683517
109226.43345916682
110318.69779375847
111421.88477169606
112536.10361941303
111410.7425832189
112524.8500090511
113650.09850914161
114786.59949423301
115934.46548917536
